,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,total_spent,parent,total_accepted_coupons,number_of_total_purchases
1364,Under Graduate,Single,59601.0,0,1,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,46,797,1,1,15
1365,Post Graduate,Single,75154.0,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,65,1143,1,0,16
1366,Graduate,Single,47025.0,0,1,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,47,415,1,0,17
1367,Graduate,In Relationship,37971.0,1,0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,50,30,1,0,5
1368,Post Graduate,Single,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,55,187,1,0,12
1369,Graduate,In Relationship,67267.0,0,1,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,65,251,1,0,11
1370,Graduate,Single,57338.0,0,1,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,48,237,1,0,12
1371,Under Graduate,In Relationship,50523.0,1,1,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,63,91,2,0,8
1372,Post Graduate,Single,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,58,35,3,0,6
1373,Post Graduate,Single,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,63,493,1,1,22
1374,Post Graduate,In Relationship,56242.0,0,1,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,54,971,1,0,28
1375,Graduate,Single,48904.0,0,1,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,63,371,1,0,17
1376,Graduate,Single,56243.0,1,2,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,48,396,3,0,20
1377,Graduate,In Relationship,21355.0,1,0,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,1,38,68,1,1,7
1378,Post Graduate,In Relationship,57420.0,0,1,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,52,322,1,1,15
1379,Post Graduate,In Relationship,52247.25135379061,0,1,39,187,5,65,26,20,14,2,4,2,6,5,0,0,0,0,0,0,0,53,317,1,0,14
1380,Post Graduate,Single,46390.0,0,1,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,68,222,1,0,10
1381,Under Graduate,In Relationship,54342.0,1,1,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,67,177,2,0,12
1382,Graduate,In Relationship,52247.25135379061,1,1,87,19,4,12,2,2,6,1,1,0,3,5,0,0,0,0,0,0,0,65,45,2,0,5
1383,Under Graduate,Single,52247.25135379061,1,1,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,59,21,2,0,4
1384,Graduate,In Relationship,20895.0,1,0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,50,45,1,0,6
1385,Graduate,In Relationship,92344.0,0,0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,75,1899,0,2,20
1386,Post Graduate,In Relationship,52247.25135379061,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,51,42,1,0,5
1387,Under Graduate,In Relationship,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,47,22,2,0,6
1388,Graduate,In Relationship,44964.0,1,1,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,43,41,2,0,5
1389,Graduate,In Relationship,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,44,1440,0,0,21
1390,Post Graduate,In Relationship,53761.0,1,1,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,51,325,2,0,17
1391,Graduate,In Relationship,22682.0,1,0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,50,95,1,0,10
1392,Post Graduate,In Relationship,38887.0,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,51,42,1,0,5
1393,Under Graduate,Single,41658.0,1,1,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,48,72,2,0,6
1394,Post Graduate,In Relationship,29791.0,1,0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,51,20,1,0,7
1395,Post Graduate,In Relationship,63915.0,0,2,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,67,789,2,0,23
1396,Graduate,Single,39996.0,1,1,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,49,15,2,0,4
1397,Graduate,Single,26759.0,1,0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,51,59,1,0,8
1398,Post Graduate,Single,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,55,908,1,0,22
1399,Post Graduate,In Relationship,51039.0,1,1,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,54,417,2,0,14
1400,Graduate,In Relationship,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,62,289,2,0,15
1401,Graduate,In Relationship,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,51,769,1,0,21
1402,Graduate,In Relationship,37716.0,0,1,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,70,188,1,0,10
1403,Graduate,Single,36864.0,0,1,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1,66,354,1,0,14
1404,Post Graduate,In Relationship,44511.0,1,0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,53,727,1,0,26
1405,Post Graduate,In Relationship,36947.0,1,1,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,56,146,2,0,11
1406,Post Graduate,In Relationship,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,72,319,1,0,16
1407,Post Graduate,In Relationship,67087.0,0,1,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,70,794,1,0,22
1408,Graduate,In Relationship,57045.0,0,1,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,73,454,1,0,18
1409,Post Graduate,Single,36957.0,1,1,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,1,70,152,2,0,11
1410,Post Graduate,In Relationship,69389.0,0,1,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,46,797,1,0,22
1411,Graduate,In Relationship,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,51,1690,1,3,16
1412,Post Graduate,In Relationship,43142.0,1,1,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,54,20,2,0,4
1413,Graduate,In Relationship,80589.0,0,0,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,1,79,1428,0,1,21
1414,Graduate,Single,34412.0,1,0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,33,209,1,0,11
1415,Graduate,Single,57537.0,1,0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,44,545,1,0,19
1416,Under Graduate,In Relationship,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,57,96,0,0,6
1417,Graduate,In Relationship,51315.0,0,0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,0,75,222,0,0,10
1418,Graduate,In Relationship,36026.0,2,1,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,51,61,3,0,7
1419,Graduate,In Relationship,24639.0,1,1,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,50,44,2,0,9
1420,Post Graduate,In Relationship,34578.0,2,1,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,51,8,3,0,4
1421,Under Graduate,Single,65704.0,0,0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,51,817,0,0,23
1422,Graduate,Single,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,57,1371,1,1,23
1423,Post Graduate,In Relationship,54132.0,0,1,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,54,42,1,0,5
1424,Graduate,In Relationship,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,64,60,0,0,5
1425,Graduate,In Relationship,28164.0,1,0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,53,78,1,0,9
1426,Post Graduate,In Relationship,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,49,23,1,0,4
1427,Post Graduate,In Relationship,43269.0,1,0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,51,19,1,0,4
1428,Under Graduate,Single,38741.0,1,1,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,65,61,2,0,7
1429,Graduate,Single,31907.0,0,0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,51,449,0,0,14
1430,Post Graduate,In Relationship,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,40,37,1,0,5
1431,Under Graduate,Single,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,50,38,1,0,5
1432,Graduate,In Relationship,92533.0,0,0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,38,1131,0,2,23
1433,Graduate,Single,34853.0,1,1,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,50,34,2,0,7
1434,Graduate,Single,70844.0,1,1,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,56,294,2,0,17
1435,Under Graduate,In Relationship,31086.0,1,1,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,44,48,2,1,6
1436,Graduate,In Relationship,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,62,289,2,0,15
1437,Under Graduate,In Relationship,20491.0,0,0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,37,30,0,0,4
1438,Graduate,In Relationship,42523.0,0,0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0,59,125,0,0,7
1439,Graduate,In Relationship,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,40,156,1,0,9
1440,Graduate,In Relationship,33402.0,1,1,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,71,70,2,0,9
1441,Post Graduate,In Relationship,36408.0,1,1,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,74,22,2,0,4
1442,Graduate,In Relationship,21645.0,1,0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,1,44,65,1,0,9
1443,Post Graduate,Single,78427.0,0,0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,1,75,1930,0,1,23
1444,Graduate,In Relationship,82657.0,0,0,71,966,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,0,0,77,2283,0,2,23
1445,Graduate,In Relationship,51876.0,0,0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0,65,310,0,0,13
1446,Under Graduate,In Relationship,78041.0,0,0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,0,52,1319,0,0,18
1447,Graduate,In Relationship,52852.0,0,1,93,714,8,99,11,0,47,4,10,7,5,8,1,0,0,0,0,0,0,66,879,1,1,26
1448,Post Graduate,In Relationship,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,41,1244,0,0,17
1449,Under Graduate,In Relationship,69401.0,0,1,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0,50,690,1,0,17
1450,Graduate,In Relationship,46053.0,1,0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,0,51,209,1,0,12
1451,Graduate,In Relationship,77343.0,0,0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,58,1134,0,0,17
1452,Graduate,Single,73892.0,0,0,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,1,70,1507,0,0,23
1453,Post Graduate,Single,40304.0,1,0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,56,57,1,0,6
1454,Post Graduate,In Relationship,32727.0,0,0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0,58,529,0,0,17
1455,Graduate,In Relationship,68695.0,0,0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,54,1091,0,0,16
1456,Graduate,Single,43300.0,0,1,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,1,52,180,1,0,11
1457,Graduate,In Relationship,26290.0,1,1,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0,51,77,2,0,10
1458,Graduate,Single,93790.0,0,0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,0,1,53,2349,0,3,25
1459,Post Graduate,In Relationship,38410.0,0,0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,1,49,534,0,0,18
1460,Post Graduate,Single,64866.0,0,1,9,508,5,21,7,5,10,4,7,3,7,5,0,1,0,0,0,0,0,73,556,1,1,21
1461,Graduate,In Relationship,57957.0,0,1,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,1,0,64,637,1,0,25
1462,Post Graduate,In Relationship,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,68,46,2,2,5
1463,Graduate,In Relationship,16531.0,1,0,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,0,45,44,1,0,9
1464,Post Graduate,In Relationship,28072.0,1,0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,37,47,1,0,5
1465,Post Graduate,Single,49476.0,0,1,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,60,795,1,0,22
1466,Graduate,In Relationship,50725.0,0,1,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,0,70,586,1,0,21
1467,Graduate,In Relationship,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,71,1574,0,1,20
1468,Post Graduate,In Relationship,41145.0,1,1,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,73,13,2,0,4
1469,Graduate,In Relationship,67419.0,0,1,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,53,1471,1,0,25
1470,Under Graduate,In Relationship,23162.0,1,1,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,53,65,2,0,8
1471,Graduate,In Relationship,34380.0,1,0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0,46,175,1,0,12
1472,Graduate,Single,34704.0,0,1,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0,57,40,1,0,5
1473,Post Graduate,In Relationship,94871.0,0,2,99,169,24,553,188,0,144,1,8,5,4,7,0,1,1,0,0,0,1,54,1078,2,2,18
1474,Graduate,In Relationship,65148.0,0,1,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0,65,1115,1,0,21
1475,Graduate,In Relationship,39898.0,0,1,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,69,134,1,0,9
1476,Post Graduate,Single,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,67,1540,0,0,23
1477,Post Graduate,In Relationship,59892.0,0,1,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,53,87,1,0,7
1478,Post Graduate,Single,41020.0,0,0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,0,36,217,0,0,10
1479,Post Graduate,In Relationship,57072.0,0,1,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,0,0,0,0,62,1034,1,1,27
1480,Graduate,Single,60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,44,1180,1,0,31
1481,Graduate,In Relationship,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,63,819,1,0,23
1482,Under Graduate,In Relationship,19414.0,1,0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,42,32,1,0,5
1483,Graduate,In Relationship,19107.0,1,0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0,43,46,1,0,6
1484,Under Graduate,In Relationship,75484.0,0,1,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0,47,1159,1,0,18
1485,Post Graduate,Single,70379.0,0,1,84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0,0,47,860,1,0,25
1486,Post Graduate,In Relationship,79419.0,0,0,96,751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,0,53,1631,0,0,15
1487,Post Graduate,In Relationship,64014.0,2,1,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,77,444,3,1,22
1488,Graduate,In Relationship,76998.0,0,1,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,1,0,0,0,0,68,1910,1,1,29
1489,Post Graduate,In Relationship,49854.0,1,0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0,0,51,380,1,0,18
1490,Post Graduate,In Relationship,60585.0,1,1,17,267,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,0,1,52,736,2,0,30
1491,Post Graduate,Single,42873.0,1,1,11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,0,73,269,2,0,15
1492,Graduate,In Relationship,87679.0,0,0,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,1,0,0,1,35,2524,0,3,29
1493,Graduate,In Relationship,57867.0,1,0,48,344,35,178,15,23,17,7,7,2,9,6,0,0,0,0,0,0,0,45,612,1,0,25
1494,Graduate,In Relationship,35765.0,1,0,86,22,3,30,0,5,15,2,2,0,4,6,0,0,0,0,0,0,0,33,75,1,0,8
1495,Graduate,In Relationship,65492.0,0,0,73,247,161,295,210,85,47,2,4,7,13,2,0,0,0,0,0,0,0,64,1045,0,0,26
1496,Graduate,Single,32952.0,1,0,36,38,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,0,46,55,1,0,6
1497,Post Graduate,In Relationship,53374.0,0,1,34,896,10,101,13,10,34,6,4,2,9,9,1,0,0,0,0,0,1,54,1064,1,1,21
1498,Graduate,In Relationship,71706.0,0,1,16,931,56,253,91,98,14,4,9,5,7,5,0,0,0,0,0,0,0,64,1443,1,0,25
1499,Graduate,In Relationship,68487.0,0,0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,35,1366,0,0,30
1500,Post Graduate,In Relationship,53253.0,1,1,61,216,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,0,0,48,436,2,0,19
1501,Under Graduate,Single,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,50,38,1,0,5
1502,Graduate,In Relationship,42014.0,1,0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,1,46,436,1,0,20
1503,Post Graduate,In Relationship,54108.0,1,1,74,539,6,91,8,6,97,13,8,2,9,8,0,0,0,0,0,0,0,50,747,2,0,32
1504,Post Graduate,Single,49667.0,0,0,35,1181,26,120,17,13,39,2,5,10,5,8,1,0,0,0,0,0,1,68,1396,0,1,22
1505,Post Graduate,In Relationship,63206.0,0,0,65,750,8,125,11,8,26,1,4,3,6,2,0,0,1,0,0,0,0,49,928,0,1,14
1506,Post Graduate,In Relationship,57136.0,1,1,48,306,5,109,21,109,92,9,5,2,10,6,0,0,0,0,0,0,0,51,642,2,0,26
1507,Under Graduate,In Relationship,46772.0,0,1,88,350,104,189,197,151,57,6,11,8,5,8,1,0,0,0,0,0,0,48,1048,1,1,30
1508,Post Graduate,In Relationship,78931.0,0,0,19,331,197,170,58,152,35,1,2,8,13,1,0,0,0,0,0,0,0,52,943,0,0,24
1509,Graduate,In Relationship,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,65,907,1,0,27
1510,Graduate,In Relationship,84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,35,1198,0,0,18
1511,Post Graduate,Single,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,48,120,2,0,11
1512,Graduate,In Relationship,73538.0,0,1,92,811,76,428,99,137,107,3,10,4,9,7,0,0,0,0,0,0,0,58,1658,1,0,26
1513,Graduate,In Relationship,79529.0,0,0,1,423,42,706,73,197,197,1,4,8,9,2,0,0,0,0,0,0,0,37,1638,0,0,22
1514,Under Graduate,In Relationship,20981.0,0,0,14,2,12,10,6,13,30,1,3,1,2,8,0,0,0,0,0,0,1,46,73,0,0,7
1515,Graduate,Single,51766.0,1,0,74,60,51,87,6,20,51,2,4,2,4,5,0,0,0,0,0,0,0,43,275,1,0,12
1516,Graduate,In Relationship,55759.0,0,1,84,675,0,85,10,7,77,5,10,3,8,8,0,0,0,0,0,0,0,61,854,1,0,26
1517,Graduate,In Relationship,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,45,78,1,0,7
1518,Post Graduate,In Relationship,37787.0,1,0,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,0,0,0,51,106,1,0,7
1519,Graduate,Single,27242.0,1,0,2,3,17,26,20,1,39,2,2,0,3,9,0,0,0,0,0,0,1,53,106,1,0,7
1520,Post Graduate,Single,87188.0,0,0,73,910,111,724,49,74,55,1,10,2,6,3,0,0,0,0,0,0,1,40,1923,0,0,19
1521,Graduate,In Relationship,69930.0,0,0,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,52,1662,0,0,22
1522,Graduate,Single,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,47,84,1,0,7
1523,Post Graduate,In Relationship,37401.0,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,50,48,1,0,7
1524,Graduate,Single,3502.0,1,0,56,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,50,5,1,0,0
1525,Graduate,In Relationship,58597.0,1,1,20,490,0,184,10,28,21,12,7,4,9,7,0,0,0,0,0,0,0,47,733,2,0,32
1526,Post Graduate,Single,82032.0,0,0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,75,1234,0,0,17
1527,Graduate,In Relationship,28087.0,1,1,77,53,8,17,13,0,21,3,2,2,2,7,0,0,0,0,0,0,0,65,112,2,0,9
1528,Post Graduate,Single,74004.0,0,0,5,784,48,560,42,176,48,1,4,6,4,3,0,0,1,1,0,0,1,36,1658,0,2,15
1529,Graduate,In Relationship,19740.0,0,1,65,7,11,3,10,4,20,2,1,1,3,5,0,0,0,0,0,0,0,63,55,1,0,7
1530,Under Graduate,In Relationship,57036.0,0,1,33,1171,43,219,19,14,47,4,6,3,13,9,1,0,0,0,0,0,0,48,1513,1,1,26
1531,Under Graduate,In Relationship,53083.0,1,1,65,215,7,33,3,0,13,6,5,1,5,7,0,1,0,0,0,0,0,65,271,2,1,17
1532,Post Graduate,In Relationship,69283.0,0,1,41,674,62,134,0,26,8,4,7,3,13,5,0,0,0,0,0,0,0,48,904,1,0,27
1533,Post Graduate,Single,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,1,48,120,2,0,11
1534,Under Graduate,In Relationship,23331.0,1,0,92,5,36,7,0,10,45,2,3,0,3,8,0,0,0,0,0,0,0,35,103,1,0,8
1535,Under Graduate,Single,23331.0,1,0,97,104,20,101,24,15,5,6,5,1,5,9,0,0,0,0,0,0,0,35,269,1,0,17
1536,Graduate,Single,9255.0,1,0,91,9,0,7,2,0,4,1,1,1,2,8,0,0,0,0,0,0,0,34,22,1,0,5
1537,Post Graduate,Single,67786.0,0,0,0,431,82,441,80,20,102,1,3,6,6,1,0,0,0,0,0,0,1,64,1156,0,0,16
1538,Post Graduate,In Relationship,71969.0,0,1,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,0,0,0,0,0,52,1086,1,1,19
1539,Post Graduate,Single,59235.0,1,0,4,448,40,469,80,0,91,3,11,2,12,7,0,0,0,0,0,0,0,56,1128,1,0,28
1540,Graduate,In Relationship,31928.0,1,0,5,33,4,24,4,2,5,2,3,0,4,7,0,0,0,0,0,0,0,34,72,1,0,9
1541,Post Graduate,In Relationship,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,62,964,2,0,27
1542,Graduate,In Relationship,65819.0,0,0,99,267,38,701,149,165,63,1,5,4,10,3,0,0,0,0,0,0,0,45,1383,0,0,20
1543,Post Graduate,Single,51411.0,1,2,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,70,18,3,0,4
1544,Graduate,Single,51983.0,0,1,95,631,0,115,10,7,30,3,9,2,10,7,0,0,0,0,0,0,0,59,793,1,0,24
1545,Post Graduate,In Relationship,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,37,100,1,0,7
1546,Under Graduate,In Relationship,30390.0,0,0,5,10,12,12,25,1,20,1,2,0,3,6,0,0,0,0,0,0,0,36,80,0,0,6
1547,Graduate,Single,30983.0,0,0,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,0,1,60,167,0,0,8
1548,Graduate,Single,66033.0,0,1,76,293,35,179,46,59,65,2,8,3,7,7,0,0,0,0,0,0,0,66,677,1,0,20
1549,Under Graduate,In Relationship,37284.0,1,1,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,0,48,23,2,0,4
1550,Post Graduate,Single,57530.0,0,1,68,50,1,27,6,7,1,1,1,1,4,1,0,0,0,0,0,0,0,72,92,1,0,7
1551,Under Graduate,In Relationship,76800.0,0,0,33,173,26,255,35,71,81,1,4,4,7,1,0,0,0,0,0,0,0,58,641,0,0,16
1552,Graduate,In Relationship,63943.0,0,1,50,423,184,368,13,97,21,1,6,4,6,5,0,0,0,0,0,0,0,67,1106,1,0,17
1553,Graduate,In Relationship,76081.0,0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,61,1033,0,1,14
1554,Graduate,In Relationship,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,49,1174,1,0,32
1555,Post Graduate,In Relationship,37054.0,1,1,89,12,1,6,0,1,5,2,1,0,3,7,0,0,0,0,0,0,0,56,25,2,0,6
